"Code","Stock","Prv Close","High","Low","Last","Vol","Status","P/E","EPS*","MACD (26, 12)","Vol MA (20)","DY*","Y-Low","Y-High","RSI (14)","Open","Sector","Chg","B%"
="5323CP","JPG-CP","0.050","0.040","0.040","0.040","50","Active","","","","-","","0.050","0.055","0%","0.040","325","-0.010","-"
="5323CQ","JPG-CQ","0.060","0.075","0.060","0.065","800","Active","","","","-","","0.060","0.085","44%","0.060","325","+0.005","63"
="5323CR","JPG-CR","0.080","0.075","0.070","0.075","60","Active","","","","-","","0.070","0.090","0%","0.070","325","-0.005","50"
="5673","JSB","0.300","0.300","0.280","0.290","5370","Active","","-6.77","0.004","900375","","0.275","0.525","53%","0.300","102","-0.010","36"
="5673WB","JSB-WB","0.070","0.075","0.070","0.075","91170","Active","","","0.001","5306145","","0.050","0.210","67%","0.075","102","+0.005","98"
="0369","JSSOLAR","0.210","0.215","0.205","0.210","1490","Active","","","-0.007","450495","","0.195","0.425","53%","0.210","461","-","46"
="0292","JTGROUP","0.595","0.600","0.585","0.595","2575","Active","25.92","2.48","-0.015","600820","","0.275","0.770","55%","0.590","403","-","55"
="4383","JTIASA","1.090","1.100","1.070","1.080","24475","Active","5.97","18.17","0.012","2823010","6.02%","0.995","1.290","50%","1.100","125","-0.010","37"
="438310","JTIASA-C10","0.005","0.005","0.005","0.005","5555","Active","","","","-","","0.005","0.015","0%","0.005","325","-","-"
="438311","JTIASA-C11","0.060","-","-","","0","Active","","","","-","","0.055","0.075","0%","","325","","-"
="438312","JTIASA-C12","0.065","-","-","","0","Active","","","","-","","0.065","0.085","47%","","325","","-"
="4383C7","JTIASA-C7","0.015","0.015","0.015","0.015","225","Active","","","-0.007","223400","","0.015","0.160","33%","0.015","325","-","-"
="4383C8","JTIASA-C8","0.035","-","-","","0","Active","","","","-","","0.035","0.085","0%","","325","","-"
="4383C9","JTIASA-C9","0.030","-","-","","0","Active","","","","112350","","0.030","0.075","100%","","325","","-"
="0111","K1","0.115","0.125","0.115","0.125","12514","Active","101.56","0.03","-0.001","390220","","0.105","0.175","43%","0.115","405","+0.010","60"
="0111WD","K1-WD","0.020","0.020","0.020","0.020","51","Active","","","-0.001","79945","","0.020","0.055","100%","0.020","405","-","-"
="8672","KAMDAR","0.200","-","-","","0","Active","","-4.35","-0.001","9890","","0.165","0.270","36%","","101","","-"
="0170","KANGER","0.030","0.030","0.025","0.025","2418","Active","","-2.47","","401405","","0.025","0.045","50%","0.025","401","-0.005","1"
="0170WB","KANGER-WB","0.005","0.005","0.005","0.005","5000","Active","","","","1005675","","0.005","0.010","100%","0.005","401","-","-"
="5247","KAREX","0.535","0.550","0.525","0.525","9129","Active","2658.98","0.02","-0.029","551085","1.90%","0.530","1.050","24%","0.535","101","-0.010","26"
="524717","KAREX-C17","0.005","-","-","","0","Active","","","","-","","0.005","0.030","0%","","301","","-"
="0054","KARYON","0.150","0.155","0.150","0.150","4494","Active","8.01","1.87","","117685","2.53%","0.120","0.175","50%","0.150","102","-","18"
="7216","KAWAN","0.850","0.860","0.850","0.850","1478","Active","35.58","2.53","-0.014","95700","1.18%","0.835","1.590","30%","0.850","101","-","28"
="0392","KEEMING","0.620","0.655","0.620","0.655","24291","Active","","","","-","","0.600","0.890","0%","0.620","402","+0.035","50"
="7199","KEINHIN","1.270","1.270","1.180","1.270","21","Active","8.79","11.14","","8645","1.97%","0.995","1.450","47%","1.180","102","-","50"
="7323","KEN","0.515","0.515","0.515","0.515","1","Active","11.54","4.77","0.001","36355","","0.400","0.585","40%","0.515","120","-","-"
="6483","KENANGA","0.865","0.865","0.860","0.860","868","Active","12.66","6.86","0.004","345020","5.81%","0.830","1.100","53%","0.865","110","-0.005","28"
="0307","KENERGY","0.470","0.515","0.470","0.475","6094","Active","11.60","4.31","-0.025","460130","2.63%","0.480","0.830","46%","0.475","402","+0.005","32"
="7161","KERJAYA","2.550","2.590","2.530","2.560","9501","Active","14.40","17.85","-0.033","878160","4.88%","1.800","2.920","36%","2.530","103","+0.010","44"
="7161C4","KERJAYA-C4","0.120","0.115","0.110","0.115","700","Active","","","-0.015","211960","","0.075","0.245","30%","0.115","303","-0.005","3"
="7161C5","KERJAYA-C5","0.040","0.045","0.045","0.045","200","Active","","","-0.011","161750","","0.035","0.125","32%","0.045","303","+0.005","50"
="7161C6","KERJAYA-C6","0.115","0.115","0.115","0.115","2000","Active","","","","-","","0.100","0.150","32%","0.115","303","-","50"
="9334","KESM","2.900","3.000","2.880","2.880","110","Active","","19.03","-0.020","18645","2.08%","2.460","4.040","47%","3.000","105","-0.020","1"
="0143","KEYASIC","0.030","0.030","0.025","0.030","2221","Active","","-0.46","-0.001","917355","","0.025","0.050","33%","0.025","105","-","-"
="5321","KEYFIELD","1.490","1.610","1.460","1.560","7412","Active","8.80","17.70","-0.007","491775","5.77%","1.300","2.300","51%","1.480","161","+0.070","60"
="5321CF","KEYFIELD-CF","0.080","0.115","0.080","0.105","1520","Active","","","-0.015","78050","","0.065","0.190","11%","0.080","361","+0.025","63"
="6491","KFIMA","2.550","2.540","2.500","2.530","1726","Active","4.79","45.92","-0.001","107450","7.51%","2.060","2.770","37%","2.530","102","-0.020","18"
="0151","KGB","5.300","5.380","5.060","5.170","35928","Active","26.89","20.28","0.017","3315290","2.51%","2.600","5.880","66%","5.280","102","-0.130","44"
="0151C1","KGB-C1","0.085","0.085","0.065","0.070","20963","Active","","","-0.005","1184035","","0.050","0.155","50%","0.085","302","-0.015","50"
="0151C2","KGB-C2","0.010","0.005","0.005","0.005","1","Active","","","","-","","0.005","0.050","0%","0.005","302","-0.005","100"
="0151C3","KGB-C3","0.045","0.045","0.040","0.040","60","Active","","","-0.004","56000","","0.020","0.085","39%","0.045","302","-0.005","67"
="0151C4","KGB-C4","0.115","0.120","0.095","0.105","1470","Active","","","","94415","","0.075","0.130","62%","0.120","302","-0.010","89"
="0151CN","KGB-CN","0.260","-","-","","0","Active","","","0.002","190320","","0.115","0.390","56%","","302","","-"
="0151CQ","KGB-CQ","-","-","-","","0","Delisted","","","","-","","0.140","0.410","0%","","302","","-"
="0151CR","KGB-CR","0.355","0.375","0.315","0.330","19606","Active","","","","1112325","","0.210","0.520","65%","0.375","302","-0.025","66"
="0151CS","KGB-CS","0.095","-","-","","0","Active","","","-0.015","8480","","0.075","0.210","32%","","302","","-"
="0151CT","KGB-CT","0.145","-","-","","0","Active","","","-0.018","71600","","0.100","0.270","42%","","302","","-"
="0151CU","KGB-CU","0.080","-","-","","0","Active","","","-0.010","348350","","0.080","0.245","42%","","302","","-"
="0151CV","KGB-CV","0.055","0.030","0.025","0.025","1600","Active","","","-0.004","255030","","0.010","0.185","60%","0.030","302","-0.030","81"
="0151CW","KGB-CW","0.075","0.080","0.080","0.080","400","Active","","","-0.014","95730","","0.055","0.210","34%","0.080","302","+0.005","50"
="0151CX","KGB-CX","0.045","0.045","0.045","0.045","30000","Active","","","-0.019","1559850","","0.030","0.105","33%","0.045","302","-","-"
="0151CY","KGB-CY","0.055","0.045","0.040","0.040","5224","Active","","","-0.007","657225","","0.030","0.145","41%","0.045","302","-0.015","100"
="0151CZ","KGB-CZ","0.030","0.025","0.025","0.025","30000","Active","","","","-","","0.025","0.075","0%","0.025","302","-0.005","17"
="0151WB","KGB-WB","3.860","3.910","3.780","3.780","704","Active","","","0.015","223830","","1.200","4.480","65%","3.900","102","-0.080","2"
="0036","KGROUP","0.085","0.085","0.085","0.085","300","Active","","-0.40","0.001","330125","","0.005","0.330","53%","0.085","405","-","-"
="0282","KGW","0.120","0.120","0.115","0.115","9653","Active","213.55","0.06","-0.007","1845075","","0.115","0.200","43%","0.115","464","-0.005","10"
="0322","KHB","0.095","0.090","0.090","0.090","10","Active","10.84","0.83","-0.001","167855","3.89%","0.090","0.150","50%","0.090","402","-0.005","-"
="6203","KHEESAN","0.120","0.125","0.115","0.115","12727","Active, Alert","72.26","1.30","","3368265","","0.080","0.300","50%","0.115","101","-0.005","41"
="6203WA","KHEESAN-WA","0.055","0.055","0.045","0.050","4820","Active, Alert","","","0.001","1694210","","0.025","0.090","45%","0.050","101","-0.005","19"
="7062","KHIND","1.470","-","-","","0","Active","17.15","8.52","-0.010","7595","","1.300","2.300","40%","","101","","-"
="0210","KHJB","0.120","-","-","","0","Active","","-1.17","","28325","","0.110","0.160","54%","","401","","-"
="6211","KIALIM","0.390","0.390","0.370","0.390","20","Active","8.17","4.77","-0.001","20880","","0.320","0.560","51%","0.370","102","-","45"
="5371","KIMHIN","0.830","0.845","0.840","0.845","100","Active","","-16.60","0.010","26340","","0.370","0.885","43%","0.840","102","+0.015","100"
="5171","KIMLUN","1.270","1.280","1.250","1.260","903","Active","4.51","29.12","-0.010","205795","3.17%","0.805","1.520","55%","1.280","103","-0.010","18"
="0193","KINERGY","0.395","0.400","0.390","0.395","78946","Active","28.66","1.42","0.003","6240650","","0.305","0.420","64%","0.395","161","-","89"
="5280","KIPREIT","0.920","0.925","0.915","0.925","19063","Active","7.70","15.94","","1811080","7.35%","0.820","0.960","33%","0.925","150","+0.005","57"
="5310","KITACON","0.720","0.720","0.720","0.720","1","Active","7.00","10.29","","68380","4.17%","0.665","0.760","54%","0.720","103","-","100"
="0293","KJTS","0.775","0.805","0.770","0.790","28391","Active","29.77","2.64","-0.086","2474645","0.51%","0.670","1.810","62%","0.775","402","+0.015","68"
="9466","KKB","1.200","1.190","1.190","1.190","34","Active","23.26","5.19","-0.002","57845","3.19%","1.050","1.470","44%","1.190","102","-0.010","-"
="5235SS","KLCC","9.160","9.380","9.150","9.190","6407","Active","12.93","70.92","0.027","763420","5.11%","8.210","9.570","48%","9.190","150","+0.030","52"
="0835EA","KLCI1XI","1.605","-","-","","0","Active","","","-0.045","2360","","1.605","2.000","25%","","653","","-"
="0834EA","KLCI2XL","2.480","-","-","","0","Active","","","0.061","12385","","1.920","2.480","69%","","653","","-"
="2445","KLK","19.000","19.160","18.900","18.900","10423","Active","21.67","73.90","-0.192","677650","3.17%","18.340","21.580","34%","19.000","125","-0.100","87"
="244539","KLK-C39","0.015","0.015","0.015","0.015","4000","Active","","","-0.015","103945","","0.015","0.215","21%","0.015","325","-","75"
="244540","KLK-C40","-","-","-","","0","Delisted","","","-0.010","131730","","0.005","0.080","33%","","325","","-"
="244541","KLK-C41","0.045","-","-","","0","Active","","","","120800","","0.045","0.145","24%","","325","","-"
="244542","KLK-C42","0.015","0.015","0.015","0.015","4500","Active","","","","-","","0.015","0.060","0%","0.015","325","-","67"
="244543","KLK-C43","0.060","-","-","","0","Active","","","","-","","0.060","0.060","0%","","325","","-"
="2453","KLUANG","5.870","5.870","5.870","5.870","30","Active","8.20","38.28","0.068","17615","","4.800","6.140","49%","5.870","125","-","33"
="5027","KMLOONG","2.370","2.380","2.350","2.380","2570","Active","12.01","16.59","-0.002","88355","6.30%","2.120","2.450","47%","2.380","125","+0.010","36"
="5035","KNUSFOR","0.390","0.385","0.360","0.385","58","Active","3.64","10.56","-0.008","28265","","0.355","0.745","50%","0.380","102","-0.005","21"
="6971","KOBAY","1.560","1.610","1.520","1.520","9118","Active","","-5.05","-0.009","828180","","1.020","1.910","53%","1.580","102","-0.040","29"
="7017","KOMARK","0.045","-","-","","0","Active","","-10.54","","92515","","0.040","0.095","42%","","102","","-"
="7017WD","KOMARK-WD","0.005","-","-","","0","Active","","","-0.006","14565","","0.005","0.020","17%","","102","","-"
="0338","KOPI","1.190","1.240","1.190","1.200","49264","Active","39.50","3.25","-0.043","4691080","0.01%","0.625","1.610","5%","1.190","401","+0.010","45"
="7153","KOSSAN","0.980","0.995","0.965","0.975","34465","Active","16.35","5.98","-0.005","4406520","2.05%","0.935","2.030","56%","0.980","162","-0.005","42"
="715383","KOSSAN-C83","0.005","-","-","","0","Active","","","","736750","","0.005","0.055","100%","","362","","-"
="715384","KOSSAN-C84","0.010","-","-","","0","Active","","","-0.012","61835","","0.010","0.110","17%","","362","","-"
="715385","KOSSAN-C85","0.045","-","-","","0","Active","","","","6500","","0.045","0.090","33%","","362","","-"
="715386","KOSSAN-C86","0.010","-","-","","0","Active","","","-0.004","648310","","0.005","0.105","40%","","362","","-"
="715387","KOSSAN-C87","0.005","-","-","","0","Active","","","-0.009","320150","","0.005","0.125","17%","","362","","-"
="715388","KOSSAN-C88","0.040","-","-","","0","Active","","","","-","","0.040","0.055","0%","","362","","-"
="715389","KOSSAN-C89","0.030","-","-","","0","Active","","","","-","","0.025","0.045","0%","","362","","-"
="715390","KOSSAN-C90","0.005","0.005","0.005","0.005","2","Active","","","","-","","0.005","0.045","18%","0.005","362","-","100"
="715391","KOSSAN-C91","0.060","0.050","0.050","0.050","200","Active","","","","-","","0.060","0.075","0%","0.050","362","-0.010","-"
="715392","KOSSAN-C92","0.105","0.105","0.100","0.105","2560","Active","","","","-","","0.105","0.160","0%","0.105","362","-","41"
="0002","KOTRA","4.060","4.110","4.090","4.090","46","Active","14.28","28.64","-0.010","10155","6.23%","3.850","4.490","48%","4.110","162","+0.030","46"
="5878","KPJ","3.030","3.260","3.030","3.200","206169","Active","36.08","8.37","0.051","7482430","1.32%","2.340","3.060","87%","3.030","162","+0.170","45"
="587824","KPJ-C24","0.010","0.010","0.010","0.010","2","Active","","","-0.009","972315","","0.010","0.090","25%","0.010","362","-","100"
="587825","KPJ-C25","0.015","-","-","","0","Active","","","","-","","0.015","0.070","0%","","362","","-"
="587826","KPJ-C26","0.120","0.195","0.135","0.180","25810","Active","","","0.004","1489130","","0.060","0.180","78%","0.135","362","+0.060","72"
="587827","KPJ-C27","-","-","-","","0","Delisted","","","","878900","","0.060","0.175","58%","","362","","-"
="587828","KPJ-C28","-","-","-","","0","Delisted","","","-0.002","212040","","0.005","0.065","24%","","362","","-"
="587829","KPJ-C29","0.070","0.115","0.090","0.115","1678","Active","","","0.001","141070","","0.040","0.105","73%","0.090","362","+0.045","44"
="587830","KPJ-C30","0.165","-","-","","0","Active","","","","19450","","0.070","0.170","51%","","362","","-"
="587831","KPJ-C31","0.040","-","-","","0","Active","","","","-","","0.035","0.040","0%","","362","","-"
="587832","KPJ-C32","0.125","0.160","0.130","0.155","21700","Active","","","","1459940","","0.075","0.125","83%","0.130","362","+0.030","62"
="587833","KPJ-C33","0.100","0.125","0.110","0.125","35150","Active","","","","-","","0.075","0.100","0%","0.110","362","+0.025","80"
="7077","KPPROP","0.325","0.315","0.315","0.315","1177","Active","36.99","1.35","0.001","99860","3.17%","0.285","0.540","50%","0.315","120","-0.010","-"
="7077LA","KPPROP-LA","0.320","0.320","0.285","0.320","310","Active","","","-0.002","64120","","0.280","0.390","64%","0.300","520","-","3"
="5843","KPS","0.580","0.585","0.575","0.575","1833","Active","7.13","7.30","-0.003","101115","5.22%","0.580","0.705","36%","0.580","102","-0.005","26"
="9121","KPSCB","0.660","0.660","0.650","0.650","252","Active","6.32","10.29","0.015","74035","","0.400","0.860","46%","0.660","102","-0.010","59"
="1996","KRETAM","0.670","0.670","0.670","0.670","200","Active","24.36","2.78","","59050","2.24%","0.480","0.710","51%","0.670","125","-","-"
="0176","KRONO","0.120","0.120","0.110","0.120","20576","Active","9.32","1.55","-0.007","1375100","","0.110","0.285","50%","0.120","405","-","47"
="0176WA","KRONO-WA","0.015","0.025","0.010","0.025","1810","Active","","","-0.003","66095","","0.015","0.075","37%","0.010","405","+0.010","75"
="3476","KSENG","5.460","5.400","5.330","5.330","561","Active","13.58","37.01","-0.016","37355","0.75%","5.100","5.830","39%","5.350","102","-0.130","21"
="5038","KSL","3.220","3.270","3.110","3.170","17461","Active","6.61","51.24","0.036","2008130","","1.250","3.580","60%","3.220","120","-0.050","48"
="5038CO","KSL-CO","-","-","-","","0","Delisted","","","0.042","167815","","0.110","0.930","48%","","320","","-"
="5038CP","KSL-CP","0.540","0.545","0.545","0.545","20","Active","","","0.017","115900","","0.345","0.680","61%","0.545","320","+0.005","100"
="5038CQ","KSL-CQ","0.090","0.095","0.085","0.085","7280","Active","","","","383600","","0.075","0.125","55%","0.095","320","-0.005","74"
="5038CR","KSL-CR","0.040","0.040","0.040","0.040","200","Active","","","-0.002","93400","","0.035","0.080","40%","0.040","320","-","50"
="5038CS","KSL-CS","0.040","0.040","0.035","0.035","7300","Active","","","","941025","","0.030","0.070","55%","0.040","320","-0.005","14"
="5038CT","KSL-CT","0.065","-","-","","0","Active","","","0.003","245900","","0.060","0.090","40%","","320","","-"
="5038CU","KSL-CU","0.180","0.185","0.160","0.170","15203","Active","","","","-","","0.160","0.255","0%","0.185","320","-0.010","46"
="5192","KSSC","0.905","0.905","0.895","0.895","230","Active","29.47","3.11","0.021","200840","","0.640","1.030","31%","0.905","102","-0.010","35"
="5192WA","KSSC-WA","0.420","-","-","","0","Active","","","0.050","183075","","0.155","0.470","53%","","102","","-"
="0180","KTC","0.140","0.140","0.135","0.140","7530","Active","5.01","2.76","-0.002","260300","","0.120","0.175","33%","0.140","101","-","33"
="0308","KTI","0.405","0.405","0.400","0.400","6041","Active","16.77","2.39","","934900","1.00%","0.345","0.440","60%","0.400","420","-0.005","8"
="058719","KUAISHO-C19","0.045","-","-","","0","Active","","","-0.002","3525590","","0.045","0.260","46%","","358","","-"
="058720","KUAISHO-C20","0.040","-","-","","0","Suspended","","","-0.008","3100070","","0.015","0.225","58%","","358","","-"
="0587H7","KUAISHO-H7","0.025","-","-","","0","Suspended","","","-0.009","5425495","","0.025","0.125","26%","","358","","-"
="0315","KUCINGKO","0.090","0.095","0.090","0.090","1144","Active","","-2.40","-0.001","297035","","0.085","0.230","33%","0.090","463","-","-"
="8362","KYM","0.225","0.235","0.215","0.235","67","Active","18.75","1.25","-0.010","424395","","0.200","0.340","33%","0.225","102","+0.010","99"
="3174","L&G","0.145","0.155","0.145","0.145","112547","Active","12.18","1.22","0.003","8492205","5.52%","0.090","0.190","63%","0.145","120","-","52"
="0268","L&PBHD","0.095","0.095","0.090","0.095","971","Active","","-0.24","-0.002","317170","","0.080","0.205","33%","0.095","102","-","59"
="5341","LACMED","0.925","0.955","0.920","0.930","22977","Active","17.01","5.50","0.004","1281660","","0.750","1.340","44%","0.940","162","+0.005","54"
="7179","LAGENDA","1.460","1.470","1.430","1.460","9961","Active","6.81","21.45","0.017","1032775","4.45%","1.090","1.560","57%","1.460","120","-","43"
="0018","LAMBO","0.005","-","-","","0","Suspended, Alert","0.77","0.65","-0.004","5769605","","0.005","0.005","25%","","405","","-"
="1643","LANDMRK","0.105","-","-","","0","Active","","-2.96","-0.001","79505","","0.090","0.170","57%","","101","","-"
="9385","LAYHONG","0.290","0.295","0.290","0.295","5588","Active","2.45","12.11","-0.001","1390675","","0.285","0.360","40%","0.290","101","+0.005","45"
="9326","LBALUM","0.480","0.490","0.480","0.480","4583","Active","3.52","8.35","","1217435","5.21%","0.420","0.545","41%","0.480","102","-","24"
="8494","LBICAP","0.360","0.360","0.355","0.355","65","Active","11.60","3.70","-0.004","12145","","0.340","0.500","46%","0.360","120","-0.005","-"
="5789","LBS","0.455","0.465","0.445","0.445","39194","Active","5.07","7.06","0.012","4335665","7.42%","0.370","0.520","74%","0.455","120","-0.010","36"
="5789PA","LBS-PA","0.850","0.860","0.860","0.860","116","Active","","","-0.001","49385","","0.840","1.000","50%","0.860","120","+0.010","100"
="5284","LCTITAN","0.285","0.360","0.280","0.335","139007","Active","","-93.89","-0.021","2142575","","0.285","0.755","12%","0.290","102","+0.050","63"
="5284C1","LCTITAN-C1","0.025","-","-","","0","Active","","","","-","","0.020","0.080","0%","","302","","-"
="5284C2","LCTITAN-C2","0.015","0.010","0.010","0.010","8796","Active","","","","-","","0.015","0.030","100%","0.010","302","-0.005","91"
="5284C3","LCTITAN-C3","0.025","0.040","0.030","0.035","539","Active","","","","-","","0.025","0.055","0%","0.030","302","+0.010","80"
="5284C4","LCTITAN-C4","0.035","0.055","0.040","0.050","16319","Active","","","","-","","0.035","0.035","0%","0.040","302","+0.015","56"
="5284CY","LCTITAN-CY","0.005","-","-","","0","Active","","","-0.011","662335","","0.005","0.065","25%","","302","","-"
="5284CZ","LCTITAN-CZ","0.020","-","-","","0","Active","","","","-","","0.020","0.080","0%","","302","","-"
="9628","LEBTECH","0.905","-","-","","0","Active","1046.76","0.09","0.037","21145","","0.520","0.905","73%","","103","","-"
="8079","LEESK","0.350","0.360","0.350","0.360","150","Active","17.45","2.06","-0.013","407920","4.17%","0.345","0.545","41%","0.350","101","+0.010","100"
="0266","LEFORM","0.175","0.175","0.170","0.175","7551","Active","","-0.35","0.001","1188485","","0.125","0.185","50%","0.175","402","-","85"
="5232","LEONFB","0.370","0.370","0.360","0.370","971","Active","11.01","3.36","","32350","","0.340","0.425","57%","0.365","102","-","-"
="7170","LFECORP","0.170","0.170","0.170","0.170","769","Active","11.30","1.50","-0.001","88745","","0.160","0.225","50%","0.170","102","-","71"
="5255","LFG","2.000","1.990","1.950","1.950","8285","Active","22.51","10.75","-0.011","716110","2.56%","0.700","2.250","67%","1.980","161","-0.050","56"
="5255WA","LFG-WA","1.070","1.100","1.050","1.060","2625","Active","","","-0.016","67970","","0.195","1.340","58%","1.100","161","-0.010","37"
="5255WB","LFG-WB","0.260","0.280","0.250","0.255","4010","Active","","","","-","","0.260","0.590","0%","0.260","161","-0.005","42"
="0249","LGMS","0.500","0.500","0.485","0.485","13986","Active","21.64","2.24","-0.003","1008320","2.47%","0.460","1.040","50%","0.500","105","-0.015","44"
="6633","LHI","0.810","0.835","0.790","0.795","40229","Active","4.39","14.04","0.005","3766345","1.26%","0.560","0.835","55%","0.810","101","-0.015","41"
="663332","LHI-C32","0.160","0.165","0.160","0.160","200","Active","","","0.003","195925","","0.055","0.180","48%","0.165","301","-","-"
="663333","LHI-C33","0.110","0.125","0.100","0.100","6677","Active","","","","344525","","0.060","0.130","50%","0.125","301","-0.010","30"
="663334","LHI-C34","0.095","0.100","0.085","0.085","6296","Active","","","","636230","","0.070","0.105","53%","0.100","301","-0.010","48"
="663335","LHI-C35","0.070","0.070","0.060","0.060","1260","Active","","","","-","","0.045","0.075","0%","0.070","301","-0.010","7"
="3573","LIENHOE","0.185","0.185","0.175","0.180","203","Active","","-2.89","0.005","875035","","0.155","0.265","61%","0.185","120","-0.005","96"
="7089","LIIHEN","0.300","0.310","0.305","0.310","8447","Active","","-2.28","-0.007","251845","1.61%","0.295","0.605","29%","0.305","101","+0.010","17"
="4235","LIONIND","0.140","0.140","0.135","0.140","812","Active","","-13.02","","318205","","0.130","0.225","50%","0.135","102","-","20"
="8486","LIONPSIM","0.270","0.310","0.310","0.310","15","Active","7.12","4.43","-0.009","30895","","0.230","0.400","33%","0.310","102","+0.040","100"
="0182","LKL","0.030","0.030","0.030","0.030","200","Active","","-7.08","","92205","","0.025","0.090","33%","0.030","462","-","-"
="0182WA","LKL-WA","0.005","-","-","","0","Active","","","-0.001","307660","","0.005","0.010","100%","","462","","-"
="8303","LOTUS","0.110","0.110","0.110","0.110","60","Active","304.23","0.04","","136935","","0.095","0.155","57%","0.110","101","-","-"
="7234","LOTUSCIR","0.340","0.320","0.315","0.320","243","Active","15.23","3.23","0.005","86450","","0.270","0.450","53%","0.320","101","-0.020","5"
="03065","LPCGRP","0.500","-","-","","0","Active","","","","-","","0.400","0.500","0%","","703","","-"
="8621","LPI","15.000","15.040","14.940","14.980","1299","Active","16.23","92.32","0.052","66590","5.34%","12.820","15.720","43%","15.020","110","-0.020","52"
="0351","LSH","1.930","1.970","1.900","1.930","3846","Active","15.66","12.60","-0.014","901720","2.02%","0.730","2.560","41%","1.930","403","-","24"
="9881","LSTEEL","0.350","0.350","0.350","0.350","100","Active","","-1.50","-0.012","22015","","0.320","0.495","38%","0.350","102","-","-"
="7085","LTKM","1.330","1.370","1.330","1.350","40","Active","3.98","33.88","-0.006","11325","2.96%","1.080","1.730","46%","1.330","101","+0.020","83"
="5068","LUSTER","0.040","0.040","0.040","0.040","14342","Active","","-0.71","","1210535","","0.035","0.065","50%","0.040","102","-","44"
="5143","LUXCHEM","0.365","0.365","0.365","0.365","1114","Active","7.87","3.91","-0.002","202950","4.66%","0.365","0.495","37%","0.365","102","-","28"
="5328","LWSABAH","1.460","1.460","1.400","1.400","6990","Active","22.07","6.34","-0.021","960145","1.14%","0.745","1.690","35%","1.450","101","-0.060","31"
="0075","LYC","0.020","0.015","0.015","0.015","2029","Active, Alert","","-2.64","","262035","","0.010","0.075","50%","0.015","462","-0.005","7"
="9199","LYSAGHT","2.350","2.360","2.360","2.360","12","Active","13.37","17.65","-0.026","4820","6.36%","2.250","2.680","52%","2.360","102","+0.010","-"
="7082","M&A","0.195","0.200","0.195","0.195","6795","Active","22.21","0.91","-0.009","1664590","","0.190","0.320","25%","0.195","110","-","36"
="5078","M&G","0.180","0.190","0.180","0.190","62177","Active","2.31","1.98","0.001","1901200","","0.125","0.305","67%","0.180","164","+0.010","94"
="1198","MAA","0.165","0.165","0.165","0.165","60","Active","","-22.32","-0.002","28175","","0.155","0.225","50%","0.165","110","-","-"
="0095","MAG","0.170","0.180","0.170","0.175","121448","Active","9.58","2.22","","10520655","","0.160","0.200","50%","0.170","401","+0.005","93"
="7243","MAGMA","0.320","0.340","0.320","0.330","56621","Active","","-4.00","-0.001","2577495","","0.200","0.525","58%","0.325","101","+0.010","81"
="7617","MAGNA","0.750","-","-","","0","Active","35.63","2.11","0.016","28735","","0.500","0.750","57%","","120","","-"
="7087","MAGNI","2.030","2.040","2.020","2.030","1442","Active","6.35","32.02","-0.010","94300","17.14%","1.850","2.460","30%","2.030","101","-","27"
="3859","MAGNUM","1.300","1.310","1.290","1.300","4745","Active","11.09","11.58","0.001","557655","6.92%","1.120","1.420","44%","1.300","101","-","60"
="8583","MAHSING","1.110","1.130","1.070","1.070","155856","Active","9.87","10.16","0.018","7951230","4.67%","0.925","1.300","43%","1.120","120","-0.040","53"
="858382","MAHSING-C82","0.005","-","-","","0","Active","","","-0.005","177690","","0.005","0.095","50%","","320","","-"
="858384","MAHSING-C84","0.005","-","-","","0","Active","","","","-","","0.005","0.040","0%","","320","","-"
="858385","MAHSING-C85","0.060","0.060","0.055","0.055","30","Active","","","0.003","37600","","0.040","0.095","38%","0.060","320","-0.005","-"
="858386","MAHSING-C86","0.075","0.075","0.065","0.065","5571","Active","","","0.005","1491575","","0.045","0.115","40%","0.075","320","-0.010","81"
="858387","MAHSING-C87","0.085","0.070","0.070","0.070","360","Active","","","","696050","","0.080","0.110","43%","0.070","320","-0.015","8"
="858388","MAHSING-C88","0.060","-","-","","0","Active","","","","1862075","","0.060","0.080","42%","","320","","-"
="858389","MAHSING-C89","0.050","0.050","0.040","0.040","5130","Active","","","","1878975","","0.050","0.080","37%","0.050","320","-0.010","80"
="858390","MAHSING-C90","0.060","0.055","0.045","0.045","2360","Active","","","","89000","","0.060","0.100","42%","0.055","320","-0.015","70"
="858391","MAHSING-C91","0.050","-","-","","0","Active","","","","-","","0.045","0.050","0%","","320","","-"
="858392","MAHSING-C92","0.075","-","-","","0","Active","","","","-","","0.075","0.075","0%","","320","","-"
="8583HA","MAHSING-HA","-","-","-","","0","Delisted","","","-0.008","142250","","0.005","0.050","23%","","320","","-"
="8583HB","MAHSING-HB","0.065","0.075","0.070","0.075","5801","Active","","","","-","","0.060","0.065","0%","0.070","320","+0.010","100"
="5264","MALAKOF","0.785","0.810","0.785","0.790","7558","Active","30.04","0.84","","1976225","1.90%","0.730","1.120","54%","0.790","165","+0.005","44"
="526464","MALAKOFC64","0.025","-","-","","0","Active","","","-0.018","91325","","0.025","0.175","100%","","365","","-"
="526466","MALAKOFC66","0.005","-","-","","0","Active","","","-0.013","388360","","0.005","0.170","25%","","365","","-"
="526468","MALAKOFC68","0.005","-","-","","0","Active","","","-0.017","231940","","0.005","0.110","18%","","365","","-"
