"Code","Stock","Prv Close","High","Low","Last","Vol","Status","P/E","EPS*","MACD (26, 12)","Vol MA (20)","DY*","Y-Low","Y-High","RSI (14)","Open","Sector","Chg","B%"
="526469","MALAKOFC69","0.010","-","-","","0","Active","","","","156370","","0.010","0.075","18%","","365","","-"
="526470","MALAKOFC70","0.005","-","-","","0","Active","","","","205095","","0.005","0.055","50%","","365","","-"
="526471","MALAKOFC71","0.040","-","-","","0","Active","","","","-","","0.040","0.055","0%","","365","","-"
="526472","MALAKOFC72","0.150","-","-","","0","Active","","","","-","","","","0%","","365","","-"
="526473","MALAKOFC73","0.010","-","-","","0","Active","","","","693525","","0.010","0.060","100%","","365","","-"
="526474","MALAKOFC74","0.060","-","-","","0","Active","","","","-","","0.045","0.060","0%","","365","","-"
="526475","MALAKOFC75","0.085","0.090","0.090","0.090","200","Active","","","","-","","0.085","0.115","0%","0.090","365","+0.005","50"
="6181","MALTON","0.300","0.300","0.290","0.300","5574","Active","24.63","1.77","-0.007","320415","","0.260","0.420","44%","0.300","120","-","42"
="1058","MANULFE","2.330","2.360","2.330","2.330","1019","Active","4.56","49.17","0.025","47135","3.86%","1.990","2.510","61%","2.350","110","-","38"
="3514","MARCO","0.105","0.100","0.100","0.100","343","Active","9.95","1.01","","170640","","0.090","0.135","60%","0.100","101","-0.005","-"
="5098","MASTEEL","0.260","0.260","0.255","0.255","12507","Active","22.00","1.21","-0.001","210770","","0.200","0.325","43%","0.260","102","-0.005","30"
="5098WB","MASTEEL-WB","0.025","0.025","0.020","0.020","3944","Active","","","-0.005","123915","","0.010","0.070","36%","0.025","102","-0.005","96"
="7029","MASTER","1.750","1.800","1.800","1.800","50","Active","20.47","8.79","-0.043","7000","4.44%","1.750","4.500","25%","1.800","102","+0.050","-"
="0189","MATANG","0.075","0.080","0.070","0.075","34932","Active","30.05","0.25","","565865","","0.065","0.085","50%","0.075","425","-","74"
="5236","MATRIX","1.360","1.380","1.350","1.360","28025","Active","11.88","16.37","-0.002","1775015","5.85%","1.220","1.480","25%","1.360","120","-","43"
="5236CR","MATRIX-CR","0.005","-","-","","0","Active","","","-0.003","374760","","0.005","0.040","33%","","320","","-"
="5236CS","MATRIX-CS","0.150","-","-","","0","Active","","","","-","","","","0%","","320","","-"
="4022","MAXIM","0.320","0.320","0.320","0.320","125","Active","4.24","4.55","-0.010","137695","","0.250","0.420","29%","0.320","120","-","-"
="6012","MAXIS","3.850","3.920","3.820","3.860","19955","Active","19.37","19.90","0.001","2654205","4.53%","3.110","4.360","49%","3.840","163","+0.010","59"
="601255","MAXIS-C55","0.050","-","-","","0","Active","","","-0.011","145500","","0.040","0.190","45%","","363","","-"
="601256","MAXIS-C56","-","-","-","","0","Delisted","","","","-","","0.040","0.100","50%","","363","","-"
="601257","MAXIS-C57","-","-","-","","0","Delisted","","","0.001","49570","","0.065","0.230","43%","","363","","-"
="7123","MAXLAND","0.030","0.035","0.025","0.035","14763","Active","3.45","1.35","","89340","","0.025","0.050","43%","0.030","102","+0.005","62"
="7123WB","MAXLAND-WB","0.005","-","-","","0","Active","","","","146560","","0.005","0.010","33%","","102","","-"
="1155","MAYBANK","11.720","11.940","11.760","11.840","252712","Active","13.21","87.05","0.199","25405310","5.32%","9.320","12.420","44%","11.760","110","+0.120","54"
="11552A","MAYBANKC2A","0.150","0.165","0.155","0.165","11520","Active","","","0.010","829820","","0.075","0.215","40%","0.155","310","+0.015","45"
="11552B","MAYBANKC2B","0.115","-","-","","0","Active","","","0.018","365055","","0.045","0.160","59%","","310","","-"
="11552C","MAYBANKC2C","0.260","-","-","","0","Active","","","0.050","620995","","0.050","0.310","75%","","310","","-"
="11552D","MAYBANKC2D","0.285","0.285","0.285","0.285","4","Active","","","0.037","104605","","0.120","0.285","84%","0.285","310","-","50"
="11552E","MAYBANKC2E","-","-","-","","0","Delisted","","","0.069","545730","","0.090","0.445","89%","","310","","-"
="11552F","MAYBANKC2F","0.175","0.190","0.180","0.190","28055","Active","","","0.016","4417760","","0.060","0.245","43%","0.180","310","+0.015","71"
="11552G","MAYBANKC2G","0.315","0.355","0.335","0.350","1044","Active","","","0.037","190360","","0.045","0.450","42%","0.335","310","+0.035","82"
="11552H","MAYBANKC2H","0.255","0.280","0.265","0.280","1258","Active","","","0.021","87970","","0.130","0.335","43%","0.265","310","+0.025","73"
="11552I","MAYBANKC2I","0.120","0.135","0.115","0.135","17944","Active","","","","1244000","","0.100","0.190","42%","0.115","310","+0.015","95"
="11552J","MAYBANKC2J","0.085","0.085","0.080","0.085","70","Active","","","","-","","0.080","0.115","47%","0.080","310","-","43"
="11552K","MAYBANKC2K","0.075","0.085","0.080","0.085","27400","Active","","","","-","","0.070","0.110","0%","0.080","310","+0.010","21"
="11552L","MAYBANKC2L","0.060","0.070","0.060","0.065","18455","Active","","","","-","","0.050","0.125","0%","0.060","310","+0.005","64"
="11552M","MAYBANKC2M","0.150","-","-","","0","Active","","","","-","","","","0%","","310","","-"
="5077","MAYBULK","0.330","0.360","0.330","0.345","3839","Active","16.84","2.05","0.001","491940","","0.285","0.385","29%","0.330","164","+0.015","67"
="7099","MAYU","0.130","0.135","0.135","0.135","2","Active","","-0.32","0.003","109910","","0.090","0.230","57%","0.135","102","+0.005","100"
="5152","MBL","0.310","0.320","0.305","0.320","303","Active","5.12","7.06","-0.003","30290","","0.305","0.410","40%","0.310","102","+0.010","27"
="5152WB","MBL-WB","0.045","0.050","0.035","0.050","2683","Active","","","-0.002","70480","","0.030","0.120","50%","0.045","102","+0.005","70"
="5983","MBMR","5.050","5.150","5.030","5.060","3703","Active","5.14","86.74","-0.034","345975","7.71%","4.380","5.860","42%","5.040","101","+0.010","39"
="598310","MBMR-C10","0.025","-","-","","0","Active","","","","-","","0.025","0.095","26%","","301","","-"
="5983C9","MBMR-C9","0.055","-","-","","0","Active","","","","-","","0.055","0.165","0%","","301","","-"
="0280","MBN","0.100","0.105","0.095","0.105","783","Active","","-1.39","-0.002","37330","","0.085","0.130","50%","0.095","401","+0.005","91"
="2097","MBRIGHT","0.130","0.130","0.125","0.130","5175","Active","21.33","0.51","0.001","355525","","0.105","0.140","57%","0.125","101","-","74"
="2097WB","MBRIGHT-WB","0.060","0.060","0.050","0.060","10345","Active","","","0.003","562625","","0.030","0.070","80%","0.055","101","-","78"
="1171","MBSB","0.695","0.710","0.695","0.700","86039","Active","20.59","3.40","0.001","11215305","7.17%","0.620","0.785","37%","0.695","110","+0.005","67"
="117180","MBSB-C80","0.005","-","-","","0","Active","","","","-","","0.025","0.105","0%","","310","","-"
="117184","MBSB-C84","0.025","-","-","","0","Active","","","","146600","","0.025","0.090","38%","","310","","-"
="117185","MBSB-C85","-","-","-","","0","Delisted","","","-0.007","363625","","0.010","0.060","41%","","310","","-"
="117187","MBSB-C87","0.010","-","-","","0","Active","","","","-","","0.010","0.060","0%","","310","","-"
="117188","MBSB-C88","0.020","-","-","","0","Active","","","","-","","0.020","0.040","0%","","310","","-"
="117189","MBSB-C89","0.020","0.025","0.020","0.020","4000","Active","","","","556200","","0.020","0.070","41%","0.020","310","-","88"
="117190","MBSB-C90","0.020","-","-","","0","Active","","","","-","","0.015","0.030","0%","","310","","-"
="117191","MBSB-C91","0.040","-","-","","0","Active","","","","-","","0.035","0.050","0%","","310","","-"
="7004","MCEHLDG","1.410","1.430","1.390","1.410","2117","Active","8.94","17.96","-0.026","252310","7.09%","1.300","1.930","41%","1.430","102","-","28"
="7004WA","MCEHLDG-WA","0.650","0.650","0.650","0.650","160","Active","","","-0.022","33490","","0.500","1.080","37%","0.650","102","-","100"
="3794","MCEMENT","8.300","8.380","8.230","8.300","17418","Active","17.15","50.11","0.169","1925100","1.45%","4.210","8.740","52%","8.260","102","-","41"
="3794CJ","MCEMENT-CJ","0.250","-","-","","0","Active","","","0.016","749365","","0.085","0.295","50%","","302","","-"
="3794CK","MCEMENT-CK","0.125","0.120","0.120","0.120","2560","Active","","","","-","","0.120","0.145","0%","0.120","302","-0.005","80"
="0167","MCLEAN","0.585","0.620","0.575","0.575","43040","Active","12.18","4.71","","2489875","","0.230","0.715","63%","0.600","402","-0.010","32"
="03022","MCOM","0.050","-","-","","0","Active","","","-0.016","178975","","0.010","0.160","40%","","705","","-"
="4502","MEDIA","0.290","0.300","0.290","0.300","858","Active","16.08","1.89","-0.006","64380","5.00%","0.270","0.480","44%","0.290","163","+0.010","100"
="5090","MEDIAC","0.085","0.090","0.085","0.085","11600","Active","","-2.04","-0.001","178350","5.29%","0.085","0.120","40%","0.085","163","-","68"
="5327","MEGAFB","0.980","0.990","0.965","0.970","193741","Active","53.28","1.67","0.025","18278325","0.52%","0.380","1.000","71%","0.975","102","-0.010","81"
="0745C1","MEITU-C1","0.020","-","-","","0","Active","","","-0.021","2493525","","0.020","0.170","24%","","358","","-"
="058336","MEITUAN-C36","0.030","-","-","","0","Suspended","","","-0.012","2653555","","0.020","0.095","40%","","358","","-"
="058337","MEITUAN-C37","0.005","-","-","","0","Active","","","-0.010","704940","","0.005","0.250","18%","","358","","-"
="058338","MEITUAN-C38","0.025","0.020","0.020","0.020","150","Active","","","-0.019","1906320","","0.025","0.140","15%","0.020","358","-0.005","100"
="058339","MEITUAN-C39","0.045","0.040","0.040","0.040","185","Active","","","","-","","0.045","0.175","0%","0.040","358","-0.005","100"
="5129","MELATI","0.510","-","-","","0","Active","54.69","0.97","0.001","16320","1.96%","0.405","0.560","56%","","103","","-"
="3778","MELEWAR","0.140","0.140","0.135","0.140","90","Active","","-2.23","-0.002","126390","","0.135","0.240","50%","0.135","102","-","-"
="1694","MENANG","0.640","0.640","0.620","0.620","22","Active","13.23","3.14","0.003","76680","0.03%","0.585","0.755","48%","0.640","120","-0.020","41"
="5223","MENTIGA","0.510","0.515","0.500","0.515","1112","Active","42.16","1.19","0.008","185655","","0.420","0.700","59%","0.515","125","+0.005","97"
="8192","MERCURY","0.600","-","-","","0","Active","8.92","7.40","-0.040","7265","","0.580","0.980","43%","","103","","-"
="5040","MERIDIAN","0.020","-","-","","0","Active, Alert","","-23.64","-0.001","615170","","0.010","0.055","43%","","120","","-"
="0285","MERSEC","0.290","0.290","0.285","0.290","5703","Active","17.72","1.64","-0.003","962590","1.72%","0.270","0.375","25%","0.285","410","-","82"
="0207","MESTRON","0.140","0.160","0.140","0.155","24826","Active","140.25","0.11","-0.010","3513010","","0.135","0.285","26%","0.140","102","+0.015","74"
="0207WA","MESTRON-WA","0.005","-","-","","0","Active","","","-0.003","1805755","","0.005","0.060","25%","","102","","-"
="0329","METRO","0.215","0.215","0.210","0.215","595","Active","36.69","0.59","-0.001","235945","3.02%","0.170","0.245","43%","0.215","462","-","86"
="6149","METROD","1.140","-","-","","0","Active","25.14","5.57","-0.015","4310","","1.140","1.370","33%","","102","","-"
="3069","MFCB","3.120","3.150","3.050","3.080","3825","Active","7.52","41.06","-0.062","669635","3.17%","3.020","4.320","41%","3.130","165","-0.040","33"
="3069C4","MFCB-C4","0.005","-","-","","0","Active","","","-0.004","97855","","0.010","0.050","38%","","365","","-"
="03015","MFGROUP","0.240","-","-","","0","Active","","","","-","","","","0%","","701","","-"
="3662","MFLOUR","0.650","0.680","0.655","0.660","90825","Active","4.91","11.29","0.007","3253800","5.30%","0.425","0.675","55%","0.655","101","+0.010","45"
="3662CK","MFLOUR-CK","-","-","-","","0","Delisted","","","","623215","","0.040","0.075","50%","","301","","-"
="3662CL","MFLOUR-CL","0.055","-","-","","0","Active","","","","-","","0.055","0.055","0%","","301","","-"
="3662CM","MFLOUR-CM","0.065","0.075","0.065","0.070","14000","Active","","","0.002","160580","","0.045","0.075","50%","0.065","301","+0.005","39"
="3662CN","MFLOUR-CN","0.065","0.075","0.070","0.070","36736","Active","","","0.003","956205","","0.045","0.075","50%","0.070","301","+0.005","34"
="3662CO","MFLOUR-CO","0.065","0.075","0.065","0.065","8326","Active","","","","-","","0.045","0.070","57%","0.070","301","-","56"
="7595","MGB","0.455","0.455","0.445","0.445","1048","Active","5.23","8.49","0.009","315900","6.88%","0.405","0.665","42%","0.455","103","-0.010","7"
="0155","MGRC","0.200","0.200","0.195","0.200","7049","Active","","-1.74","","197695","","0.145","0.300","50%","0.200","462","-","16"
="5186","MHB","0.400","0.415","0.400","0.410","76415","Active","6.38","6.40","0.004","824365","","0.305","0.485","64%","0.400","161","+0.010","43"
="5026","MHC","1.750","1.780","1.740","1.760","9271","Active","5.19","24.81","0.065","382045","5.11%","0.945","1.840","77%","1.780","125","+0.010","51"
="5286","MI","2.950","3.120","2.960","3.080","39739","Active","29.58","10.53","-0.026","2039675","0.97%","1.400","3.560","53%","2.960","105","+0.130","43"
="528630","MI-C30","-","-","-","","0","Delisted","","","0.042","363315","","0.045","0.245","59%","","305","","-"
="528631","MI-C31","-","-","-","","0","Delisted","","","0.029","15485","","0.060","0.340","64%","","305","","-"
="528632","MI-C32","-","-","-","","0","Delisted","","","0.024","418100","","0.100","0.490","54%","","305","","-"
="528633","MI-C33","0.125","0.125","0.125","0.125","12510","Active","","","","20150","","0.085","0.210","44%","0.125","305","-","81"
="528634","MI-C34","0.290","-","-","","0","Active","","","","288395","","0.190","0.460","50%","","305","","-"
="528635","MI-C35","0.325","0.360","0.360","0.360","227","Active","","","-0.008","181675","","0.160","0.555","53%","0.360","305","+0.035","-"
="528636","MI-C36","0.125","0.125","0.120","0.125","1000","Active","","","-0.011","963965","","0.090","0.255","13%","0.120","305","-","50"
="528637","MI-C37","0.045","-","-","","0","Active","","","-0.007","110640","","0.040","0.110","29%","","305","","-"
="528638","MI-C38","0.150","0.175","0.170","0.175","500","Active","","","-0.013","187645","","0.125","0.315","33%","0.170","305","+0.025","50"
="528639","MI-C39","0.065","0.085","0.080","0.080","7813","Active","","","-0.009","1242830","","0.065","0.175","45%","0.080","305","+0.015","72"
="528640","MI-C40","0.060","0.070","0.060","0.070","710","Active","","","-0.005","29850","","0.055","0.130","50%","0.060","305","+0.010","13"
="528641","MI-C41","0.045","-","-","","0","Active","","","","345900","","0.040","0.080","50%","","305","","-"
="528642","MI-C42","0.055","0.065","0.065","0.065","13308","Active","","","-0.003","870090","","0.055","0.125","25%","0.065","305","+0.010","8"
="528643","MI-C43","0.045","0.055","0.050","0.055","1500","Active","","","","-","","0.045","0.095","33%","0.050","305","+0.010","67"
="528644","MI-C44","0.065","0.075","0.070","0.075","5339","Active","","","","-","","0.065","0.085","0%","0.070","305","+0.010","60"
="0126","MICROLN","0.100","0.090","0.085","0.090","11630","Active","","-2.30","0.003","1709975","","0.070","0.220","56%","0.090","105","-0.010","1"
="0126WA","MICROLN-WA","0.050","-","-","","0","Active","","","","163395","","0.025","0.055","57%","","105","","-"
="0177","MIDTOWN","0.080","0.080","0.075","0.075","440","Active","","-9.43","","217555","","0.050","0.140","50%","0.080","402","-0.005","13"
="5001","MIECO","0.650","0.650","0.645","0.650","1000","Active","","-1.26","","452865","","0.620","0.740","50%","0.645","102","-","-"
="0112","MIKROMB","0.450","0.455","0.445","0.455","36822","Active","15.51","3.30","0.030","5004550","","0.170","0.450","86%","0.450","405","+0.005","64"
="7935","MILUX","0.660","0.670","0.630","0.670","403","Active","48.34","1.39","0.055","283295","","0.300","0.705","74%","0.660","101","+0.010","72"
="5576","MINHO","0.260","0.270","0.260","0.270","500","Active","16.88","1.60","-0.002","64585","3.15%","0.250","0.315","43%","0.260","102","+0.010","52"
="0288","MINOX","0.170","-","-","","0","Active","11.72","1.43","-0.001","129310","2.94%","0.165","0.255","44%","","402","","-"
="0288WA","MINOX-WA","0.020","0.020","0.020","0.020","337","Active","","","-0.002","268740","","0.020","0.055","44%","0.020","402","-","-"
="3816","MISC","8.170","8.310","8.170","8.240","77490","Active","21.16","38.10","0.072","4001090","4.61%","6.500","8.330","59%","8.200","164","+0.070","47"
="381654","MISC-C54","0.100","-","-","","0","Active","","","","139300","","0.075","0.215","42%","","364","","-"
="381657","MISC-C57","0.095","0.110","0.095","0.095","24692","Active","","","0.006","348355","","0.040","0.115","47%","0.100","364","-","37"
="381658","MISC-C58","0.105","0.105","0.105","0.105","60","Active","","","","1071220","","0.075","0.105","69%","0.105","364","-","50"
